地名名稱,漢語拼音,通用拼音,地名別稱,所屬縣市,所屬鄉鎮市區,所屬村里,地名意義,地名年代時間(起),地名年代時間(迄),地名類型,語言別,命名族群,相關位置與面積描述,地名沿革與文獻歷史簡述,地名相關事項訪談內容,普查使用之地圖與文獻,X坐標,Y坐標
中坡北路,Zhongpo North Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
中坡南路,Zhongpo South Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
仁愛路,Ren'ai Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
文昌街,Wenchang St.,,,臺北市,信義區,,,,,街道,,,,,,,,
北二高台北聯絡道,Northern Second Highway Taipei Interconnect Road ,,,臺北市,信義區,,,,,街道,,,,,,,,
市民大道,Shimin Blvd. ,,,臺北市,信義區,,,,,街道,,,,,,,,
市民大道高架道路,Shimin Blvd.Viaduct,,,臺北市,信義區,,,,,街道,,,,,,,,
市府路,Shifu Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
平東路,Pingdong Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
永吉路,Yongji Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
光復南路,Guangfu South Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
吉林路,Jilin Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
吳興街,Wuxing St.,,,臺北市,信義區,,,,,街道,,,,,,,,
和平東路,Heping East Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
延吉街,Yanji St.,,,臺北市,信義區,,,,,街道,,,,,,,,
忠孝東路,Zhongxiao East Rd.,,台5,臺北市,信義區,,,,,街道,,,,,,,,
東寧路,Dongning Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
東興路,Dongxing Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
松山路,Songshan Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
松仁路,Songren Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
松平路,Songping Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
松信路,Songxin Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
松勇路,Songyong Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
松高路,Songgao Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
松智路,Songzhi Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
松隆路,Songlong Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
松勤街,Songqin St.,,,臺北市,信義區,,,,,街道,,,,,,,,
松廉路,Songlian Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
松壽路,Songshou Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
松德路,Songde Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
林口街,Linkou St.,,,臺北市,信義區,,,,,街道,,,,,,,,
臥龍街,Wolong St.,,,臺北市,信義區,,,,,街道,,,,,,,,
虎林街,Hulin St.,,,臺北市,信義區,,,,,街道,,,,,,,,
青雲街,Qingyun St.,,,臺北市,信義區,,,,,街道,,,,,,,,
青雲路,Qingyun Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
信安街,Xin'an St.,,,臺北市,信義區,,,,,街道,,,,,,,,
信義快速道路,Xinyi Expressway ,,象山隧道,臺北市,信義區,,,,,街道,,,,,,,,
信義路,Xinyi Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
軍功路,Jungong Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
基隆路,Jilong Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
崇德街,Chongde St.,,,臺北市,信義區,,,,,街道,,,,,,,,
祥雲街,Xiangyun St.,,,臺北市,信義區,,,,,街道,,,,,,,,
莊敬路,Zhuangjing Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
通化街,Tonghua St.,,,臺北市,信義區,,,,,街道,,,,,,,,
富陽街,Fuyang St.,,,臺北市,信義區,,,,,街道,,,,,,,,
景雲街,Jingyun St.,,,臺北市,信義區,,,,,街道,,,,,,,,
紫雲街,Ziyun St.,,,臺北市,信義區,,,,,街道,,,,,,,,
逸仙路,Yixian Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
瑞雲街,Ruiyun St.,,,臺北市,信義區,,,,,街道,,,,,,,,
嘉新街,Jiaxin St.,,,臺北市,信義區,,,,,街道,,,,,,,,
嘉興街,Jiaxing St.,,,臺北市,信義區,,,,,街道,,,,,,,,
福德街,Fude St.,,,臺北市,信義區,,,,,街道,,,,,,,,
興雅路,Xingya Rd.,,,臺北市,信義區,,,,,街道,,,,,,,,
環東大道,Huandong Blvd. ,,,臺北市,信義區,,,,,街道,,,,,,,,
臨江街,Linjiang St.,,,臺北市,信義區,,,,,街道,,,,,,,,
八德路,Bade Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
大安路,Da'an Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
仁愛路,Ren'ai Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
文昌街,Wenchang St.,,,臺北市,大安區,,,,,街道,,,,,,,,
北二高台北聯絡道,Northern Second Highway Taipei Interconnect Road ,,,臺北市,大安區,,,,,街道,,,,,,,,
四維路,Siwei Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
市民大道,Shimin Blvd. ,,,臺北市,大安區,,,,,街道,,,,,,,,
市民大道高架道路,Shimin Blvd.Viaduct,,,臺北市,大安區,,,,,街道,,,,,,,,
永康街,Yongkang St.,,,臺北市,大安區,,,,,街道,,,,,,,,
光復南路,Guangfu South Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
同安街,Tong'an St.,,,臺北市,大安區,,,,,街道,,,,,,,,
安和路,Anhe Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
安居街,Anju St.,,,臺北市,大安區,,,,,街道,,,,,,,,
安東街,Andong St.,,,臺北市,大安區,,,,,街道,,,,,,,,
舟山路,Zhoushan Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
吳興街,Wuxing St.,,,臺北市,大安區,,,,,街道,,,,,,,,
辛亥路,Xinhai Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
和平東路,Heping East Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
延吉街,Yanji St.,,,臺北市,大安區,,,,,街道,,,,,,,,
忠孝東路,Zhongxiao East Rd.,,台5,臺北市,大安區,,,,,街道,,,,,,,,
杭州南路,Hangzhou South Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
東豐街,Dongfeng St.,,,臺北市,大安區,,,,,街道,,,,,,,,
臥龍街,Wolong St.,,,臺北市,大安區,,,,,街道,,,,,,,,
芳蘭路,Fanglan Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
金山南路,Jinshan South Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
金山街,Jinshan St.,,,臺北市,大安區,,,,,街道,,,,,,,,
金門街,Jinmen St.,,,臺北市,大安區,,,,,街道,,,,,,,,
金華街,Jinhua St.,,,臺北市,大安區,,,,,街道,,,,,,,,
長興街,Changxing St.,,,臺北市,大安區,,,,,街道,,,,,,,,
青田街,Qingtian St.,,,臺北市,大安區,,,,,街道,,,,,,,,
信安街,Xin'an St.,,,臺北市,大安區,,,,,街道,,,,,,,,
信義路,Xinyi Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
南昌路,Nanchang Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
建國南路,Jianguo South Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
建國高架道路,Jianguo Viaduct,,,臺北市,大安區,,,,,街道,,,,,,,,
師大路,Shida Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
泰順街,Taishun St.,,,臺北市,大安區,,,,,街道,,,,,,,,
浦城街,Pucheng St.,,,臺北市,大安區,,,,,街道,,,,,,,,
國3甲辛亥路端,Guo 3jia Xinhailu Endpoint,,,臺北市,大安區,,,,,街道,,,,,,,,
基隆路,Jilong Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
基隆路高架道路,Jilong Rd. Viaduct,,,臺北市,大安區,,,,,街道,,,,,,,,
通化街,Tonghua St.,,,臺北市,大安區,,,,,街道,,,,,,,,
通安街,Tong'an St.,,,臺北市,大安區,,,,,街道,,,,,,,,
連雲街,Lianyun St.,,,臺北市,大安區,,,,,街道,,,,,,,,
富陽街,Fuyang St.,,,臺北市,大安區,,,,,街道,,,,,,,,
復興南路,Fuxing South Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
敦化南路,Dunhua South Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
敦南街,Dunnan St.,,,臺北市,大安區,,,,,街道,,,,,,,,
雲和街,Yunhe St.,,,臺北市,大安區,,,,,街道,,,,,,,,
愛國東路,Aiguo East Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
新生北路,Xinsheng North Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
新生南路,Xinsheng South Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
溫州街,Wenzhou St.,,,臺北市,大安區,,,,,街道,,,,,,,,
瑞安街,Rui'an St.,,,臺北市,大安區,,,,,街道,,,,,,,,
嘉興街,Jiaxing St.,,,臺北市,大安區,,,,,街道,,,,,,,,
福爾摩莎高速公路台北聯絡道,Fu'ermosha Highway Taipei Interconnect Road ,,國3甲,臺北市,大安區,,,,,街道,,,,,,,,
樂利街,Leli St.,,,臺北市,大安區,,,,,街道,,,,,,,,
樂利路,Leli Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
樂業街,Leye St.,,,臺北市,大安區,,,,,街道,,,,,,,,
潮州街,Chaozhou St.,,,臺北市,大安區,,,,,街道,,,,,,,,
龍泉街,Longquan St.,,,臺北市,大安區,,,,,街道,,,,,,,,
濟南路,Jinan Rd.,,,臺北市,大安區,,,,,街道,,,,,,,,
臨江街,Linjiang St.,,,臺北市,大安區,,,,,街道,,,,,,,,
臨沂街,Linyi St.,,,臺北市,大安區,,,,,街道,,,,,,,,
羅斯福路,Roosevelt Rd. ,,台9,臺北市,大安區,,,,,街道,,,,,,,,
麗水街,Lishui St.,,,臺北市,大安區,,,,,街道,,,,,,,,
一江街,Yijiang St.,,,臺北市,中山區,,,,,街道,,,,,,,,
八德路,Bade Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
大直街,Dazhi St.,,,臺北市,中山區,,,,,街道,,,,,,,,
中山北路,Zhongshan North Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
中山高汐五高架道路,Zhongshan Highway Xiwu Viaduct,,,臺北市,中山區,,,,,街道,,,,,,,,
中山高速公路,Zhongshan Highway ,,國1,臺北市,中山區,,,,,街道,,,,,,,,
中原街,Zhongyuan St.,,,臺北市,中山區,,,,,街道,,,,,,,,
五常街,Wuchang St.,,,臺北市,中山區,,,,,街道,,,,,,,,
內湖路,Neihu Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
天母快速道路,Tianmu Expressway ,,堤頂大道,臺北市,中山區,,,,,街道,,,,,,,,
天津街,Tianjin St.,,,臺北市,中山區,,,,,街道,,,,,,,,
天祥路,Tianxiang Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
文湖街,Wenhu St.,,,臺北市,中山區,,,,,街道,,,,,,,,
北安街,Bei'an St.,,,臺北市,中山區,,,,,街道,,,,,,,,
北安路,Bei'an Rd.,,大直橋,臺北市,中山區,,,,,街道,,,,,,,,
四平街,Siping St.,,,臺北市,中山區,,,,,街道,,,,,,,,
市民大道,Shimin Blvd. ,,,臺北市,中山區,,,,,街道,,,,,,,,
市民大道高架道路,Shimin Blvd.Viaduct,,,臺北市,中山區,,,,,街道,,,,,,,,
平陽街,Pingyang St.,,,臺北市,中山區,,,,,街道,,,,,,,,
民生西路,Minsheng West Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
民生東路,Minsheng East Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
民族西路,Minzu West Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
民族東路,Minzu East Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
民權西路,Minquan West Rd.,,台1甲,臺北市,中山區,,,,,街道,,,,,,,,
民權東路,Minquan East Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
玉門街,Yumen St.,,,臺北市,中山區,,,,,街道,,,,,,,,
伊通街,Yitong St.,,,臺北市,中山區,,,,,街道,,,,,,,,
合江街,Hejiang St.,,,臺北市,中山區,,,,,街道,,,,,,,,
吉林路,Jilin Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
安東街,Andong St.,,,臺北市,中山區,,,,,街道,,,,,,,,
朱崙街,Zhulun St.,,,臺北市,中山區,,,,,街道,,,,,,,,
明水路,Mingshui Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
松江路,Songjiang Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
林森北路,Linsen North Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
金山北路,Jinshan North Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
長安西路,Chang'an West Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
長安東路,Chang'an East Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
長春路,Changchun Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
南京西路,Nanjing West Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
南京東路,Nanjing East Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
建國北路,Jianguo North Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
建國南路,Jianguo South Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
建國高架道路,Jianguo Viaduct,,,臺北市,中山區,,,,,街道,,,,,,,,
庫倫街,Kulun St.,,,臺北市,中山區,,,,,街道,,,,,,,,
酒泉街,Jiuquan St.,,,臺北市,中山區,,,,,街道,,,,,,,,
基河路,Jihe Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
基湖路,Jihu Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
通化街,Tonghua St.,,,臺北市,中山區,,,,,街道,,,,,,,,
通北街,Tongbei St.,,,臺北市,中山區,,,,,街道,,,,,,,,
堤頂大道,Tiding Blvd. ,,,臺北市,中山區,,,,,街道,,,,,,,,
復興北路,Fuxing North Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
復興南路,Fuxing South Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
敦化北路,Dunhua North Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
植福路,Zhifu Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
渭水路,Weishui Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
港墘路,Gangqian Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
華陰街,Huayin St.,,,臺北市,中山區,,,,,街道,,,,,,,,
敬業一路,Jingye 1st Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
敬業二路,Jingye 2nd Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
敬業三路,Jingye 3rd Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
敬業四路,Jingye 4th Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
新生北路,Xinsheng North Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
新生南路,Xinsheng South Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
新生高架道路,Xinsheng Viaduct,,,臺北市,中山區,,,,,街道,,,,,,,,
瑞光路,Ruiguang Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
農安街,Nong'an St.,,,臺北市,中山區,,,,,街道,,,,,,,,
劍南路,Jiannan Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
德惠街,Dehui St.,,,臺北市,中山區,,,,,街道,,,,,,,,
慶城街,Qingcheng St.,,,臺北市,中山區,,,,,街道,,,,,,,,
撫順街,Fushun St.,,,臺北市,中山區,,,,,街道,,,,,,,,
樂群一路,Lequn 1st Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
樂群二路,Lequn 2nd Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
樂群三路,Lequn 3rd Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
興安街,Xing'an St.,,,臺北市,中山區,,,,,街道,,,,,,,,
遼寧街,Liaoning St.,,,臺北市,中山區,,,,,街道,,,,,,,,
錦州街,Jinzhou St.,,錦州橋,臺北市,中山區,,,,,街道,,,,,,,,
錦西街,Jinxi St.,,,臺北市,中山區,,,,,街道,,,,,,,,
龍江路,Longjiang Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
濱江街,Binjiang St.,,濱江街高架,臺北市,中山區,,,,,街道,,,,,,,,
舊宗路,Jiuzong Rd.,,,臺北市,中山區,,,,,街道,,,,,,,,
雙城街,Shuangcheng St.,,,臺北市,中山區,,,,,街道,,,,,,,,
八德路,Bade Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
三元街,Sanyuan St.,,,臺北市,中正區,,,,,街道,,,,,,,,
大埔街,Dapu St.,,,臺北市,中正區,,,,,街道,,,,,,,,
中十九路,Zhong 19th Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
中山北路,Zhongshan North Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
中山南路,Zhongshan South Rd.,,臺9號公路,臺北市,中正區,,,,,街道,,,,,,,,
中華路,Zhonghua Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
丹陽街,Danyang St.,,,臺北市,中正區,,,,,街道,,,,,,,,
仁愛路,Ren'ai Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
介壽路,Jieshou Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
公園路,Gongyuan Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
天津街,Tianjin St.,,,臺北市,中正區,,,,,街道,,,,,,,,
水源快速道路,Shuiyuan Expressway ,,,臺北市,中正區,,,,,街道,,,,,,,,
水源路,Shuiyuan Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
北平西路,Beiping West Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
北平東路,Beiping East Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
北平路,Beiping Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
市民大道,Shimin Blvd. ,,,臺北市,中正區,,,,,街道,,,,,,,,
市民大道高架道路,Shimin Blvd.Viaduct,,,臺北市,中正區,,,,,街道,,,,,,,,
永春街,Yongchun St.,,,臺北市,中正區,,,,,街道,,,,,,,,
永綏街,Yongsui St.,,,臺北市,中正區,,,,,街道,,,,,,,,
汀州街,Tingzhou St.,,,臺北市,中正區,,,,,街道,,,,,,,,
汀州路,Tingzhou Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
同安街,Tong'an St.,,,臺北市,中正區,,,,,街道,,,,,,,,
成都路,Chengdu Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
西寧南路,Xining South Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
西藏路,Xicang Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
沅陵街,Yuanling St.,,,臺北市,中正區,,,,,街道,,,,,,,,
秀山街,Xiushan St.,,,臺北市,中正區,,,,,街道,,,,,,,,
辛亥路,Xinhai Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
酉陽街,Youyang St.,,,臺北市,中正區,,,,,街道,,,,,,,,
和平西路,Heping West Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
和平東路,Heping East Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
延平北路,Yanping North Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
延平南路,Yanping South Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
忠孝西路,Zhongxiao West Rd.,,台1,臺北市,中正區,,,,,街道,,,,,,,,
忠孝西路高架道路,Zhongxiaoxi Rd.Viaduct ,,台1,臺北市,中正區,,,,,街道,,,,,,,,
忠孝東路,Zhongxiao East Rd.,,台1、台5,臺北市,中正區,,,,,街道,,,,,,,,
承德路,Chengde Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
杭州北路,Hangzhou North Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
杭州南路,Hangzhou South Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
松江路,Songjiang Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
林森北路,Linsen North Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
林森南路,Linsen South Rd.,,林森南路車行地下道,臺北市,中正區,,,,,街道,,,,,,,,
武昌街,Wuchang St.,,,臺北市,中正區,,,,,街道,,,,,,,,
金山北路,Jinshan North Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
金山南路,Jinshan South Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
金門街,Jinmen St.,,,臺北市,中正區,,,,,街道,,,,,,,,
金華街,Jinhua St.,,,臺北市,中正區,,,,,街道,,,,,,,,
長安東路,Chang'an East Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
長沙街,Changsha St.,,,臺北市,中正區,,,,,街道,,,,,,,,
青島西路,Qingdao West Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
青島東路,Qingdao East Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
信陽街,Xinyang St.,,,臺北市,中正區,,,,,街道,,,,,,,,
信義路,Xinyi Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
南昌街,Nanchang St.,,,臺北市,中正區,,,,,街道,,,,,,,,
南昌路,Nanchang Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
南海路,Nanhai Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
南陽街,Nanyang St.,,,臺北市,中正區,,,,,街道,,,,,,,,
南寧路,Nanning Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
思源街,Siyuan St.,,,臺北市,中正區,,,,,街道,,,,,,,,
泉州街,Quanzhou St.,,,臺北市,中正區,,,,,街道,,,,,,,,
洛陽街,Luoyang St.,,,臺北市,中正區,,,,,街道,,,,,,,,
牯嶺街,Guling St.,,,臺北市,中正區,,,,,街道,,,,,,,,
重慶北路,Chongqing North Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
重慶南路,Chongqing South Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
峨嵋街,Emei St.,,,臺北市,中正區,,,,,街道,,,,,,,,
師大路,Shida Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
徐州路,Xuzhou Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
晉江街,Jinjiang St.,,,臺北市,中正區,,,,,街道,,,,,,,,
桂林路,Guilin Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
桃源街,Taoyuan St.,,,臺北市,中正區,,,,,街道,,,,,,,,
泰山街,Taishan St.,,,臺北市,中正區,,,,,街道,,,,,,,,
泰安街,Tai'an St.,,,臺北市,中正區,,,,,街道,,,,,,,,
浦城街,Pucheng St.,,,臺北市,中正區,,,,,街道,,,,,,,,
國興路,Guoxing Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
基隆路,Jilong Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
常德街,Changde St.,,,臺北市,中正區,,,,,街道,,,,,,,,
紹安街,Shao'an St.,,,臺北市,中正區,,,,,街道,,,,,,,,
紹興北街,Shaoxing North St.,,,臺北市,中正區,,,,,街道,,,,,,,,
紹興南街,Shaoxing South St.,,,臺北市,中正區,,,,,街道,,,,,,,,
莒光路,Juguang Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
許昌街,Xuchang St.,,,臺北市,中正區,,,,,街道,,,,,,,,
連雲街,Lianyun St.,,,臺北市,中正區,,,,,街道,,,,,,,,
凱達格蘭大道,Kaidagelan Blvd. ,,台9,臺北市,中正區,,,,,街道,,,,,,,,
博愛路,Bo'ai Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
惠安街,Hui'an St.,,,臺北市,中正區,,,,,街道,,,,,,,,
湖口街,Hukou St.,,,臺北市,中正區,,,,,街道,,,,,,,,
詔安街,Zhao'an St.,,,臺北市,中正區,,,,,街道,,,,,,,,
貴陽街,Guiyang St.,,,臺北市,中正區,,,,,街道,,,,,,,,
開封街,Kaifeng St.,,,臺北市,中正區,,,,,街道,,,,,,,,
廈門街,Xiamen St.,,,臺北市,中正區,,,,,街道,,,,,,,,
愛國西路,Aiguo West Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
愛國東路,Aiguo East Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
新生北路,Xinsheng North Rd.,,,臺北市,中正區,,,,,街道,,,,,,,,
